"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","sentiment"
"@CorvoMecanique Colombia; llegar: 1, establecerse: 1, integrarse: 1; conseguir empleo: 7 (es lo más difícil, ser ci… https://t.co/soZA6hAgDn","FALSE","2","CorvoMecanique","8/07/2019 11:26","TRUE","1,14808E+18","1,14819E+18","79006286","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","MSG0816","1","FALSE",FALSE,NA,NA,1
"@e_liana Medellín, Colombia. Por ahora será esperar llegar. ","","","","","","","","","","","","",NA,NA,NA,1
"","","","","","","","","","","","","",NA,NA,NA,1
"En teoría los recibirán y les darán empleo. Será espe… https://t.co/3fCwGFdtsV""","FALSE","0","e_liana","8/07/2019 10:59","TRUE","1,14817E+18","1,14818E+18","16247271","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fitobaptista","0","FALSE",FALSE,NA,NA,1
"RT @fdbedout: “El delito es el recurso natural que más empleo da en Colombia. El resto es subempleo informal, desempleo y rebusque”. Antoni…","FALSE","0",NA,"8/07/2019 8:34","FALSE",NA,"1,14815E+18",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mauricio1027","1510","TRUE",FALSE,NA,NA,1
"@alexaAnsley @henry1henry195 @Daniela77912741 @carlosmaduro9 @Antonio70MM @LeilaChujfi @merv59 @mggarciab @MJDuzan… https://t.co/AqPR7BUeCx","FALSE","5","Cherie_Xena","8/07/2019 7:36","TRUE","1,14813E+18","1,14813E+18","490854096","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Cherie_Xena","3","FALSE",FALSE,NA,NA,1
"RT @julianperroD: Estamos perdidos.","","","","","","","","","","","","",NA,NA,NA,1
"","","","","","","","","","","","","",NA,NA,NA,1
"Donde ganó el Sí:","","","","","","","","","","","","",NA,NA,NA,1
"","","","","","","","","","","","","",NA,NA,NA,1
"Sí hay masacres","","","","","","","","","","","","",NA,NA,NA,1
"Sí va ha haber Fracking","","","","","","","","","","","","",NA,NA,NA,1
"Sí hay pobreza","","","","","","","","","","","","",NA,NA,NA,1
"Sí hay ejército","","","","","","","","","","","","",NA,NA,NA,1
"","","","","","","","","","","","","",NA,NA,NA,1
"En cambio d…""","FALSE","0",NA,"8/07/2019 4:03","FALSE",NA,"1,14808E+18",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LeonardoCruzDa5","958","TRUE",FALSE,NA,NA,1
"RT @NTN24ve: El requisito permitirá solicitar empleo en empresas a pesar sin necesidad de poseer documentación https://t.co/6o4BenI85V","FALSE","0",NA,"8/07/2019 3:11","FALSE",NA,"1,14807E+18",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","otrovagomass","71","TRUE",FALSE,NA,NA,1
"@EduardoGaitan @cmvilllamarinv @DanielRaisbeck De acuerdo, ninguna persona puede vivir como mensajero de Rappi. No… https://t.co/v9zZS7M6zC","FALSE","0","EduardoGaitan","8/07/2019 2:56","TRUE","1,14806E+18","1,14806E+18","48220571","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pepecaseres","0","FALSE",FALSE,NA,NA,1
"Venezuela: Trabaja de manera legal en Colombia: Ayudo a aquellos venezolanos que quieran… https://t.co/HupJNi3vSP","FALSE","0",NA,"8/07/2019 2:31","FALSE",NA,"1,14806E+18",NA,"<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>","Sitio_Anuncios","0","FALSE",FALSE,NA,NA,1
"RT @JoseMAcevedo: ¿Por qué no estamos creando empleo en Colombia? #DebateDesempleoRCNRadio Participen con nosotros. https://t.co/R5xTQ1UDPu","FALSE","0",NA,"8/07/2019 1:52","FALSE",NA,"1,14805E+18",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","buitres_familia","3","TRUE",FALSE,NA,NA,1
"RT @sandovalgonzacj: En Colombia debemos formalizar el empleo y garantizarle a los trabajadores todos sus derechos y las mejores condicione…","FALSE","0",NA,"8/07/2019 1:12","FALSE",NA,"1,14804E+18",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Juan_SeBarrera","2","TRUE",FALSE,NA,NA,1
"RT @Telecom_Ec: La inversión desde la #AlianzaDelPacifico será fundamental para la creación de empleo en el país. De acuerdo al World Inves…","FALSE","0",NA,"8/07/2019 1:09","FALSE",NA,"1,14804E+18",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","InfocentroNobol","21","TRUE",FALSE,NA,NA,1
"¡En Colombia Teletrabajamos! Solicita una asesoría virtual gratuita y descubre qué es y cómo esta modalidad de empl… https://t.co/evhKwBJfCc","FALSE","0",NA,"8/07/2019 1:05","TRUE",NA,"1,14804E+18",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","IndustriaDigCol","0","FALSE",FALSE,NA,NA,1
"Auxiliares de Atención Telefónica con o sin e, Human Capital C, #Bogotá, #Colombia https://t.co/jEu55mpZkI #Empleo","FALSE","0",NA,"8/07/2019 1:01","FALSE",NA,"1,14803E+18",NA,"<a href=""http://www.empleate.com"" rel=""nofollow"">Empleo Colombia</a>","EmpleateCoTodas","0","FALSE",FALSE,NA,NA,1
"@empleo_colombia  Te gustaría trabajar solo debe ser bachiller,No requiere experiencia. Si te interesa preséntate m… https://t.co/AMQKZaXM56","FALSE","0","empleo_colombia","8/07/2019 0:56","TRUE",NA,"1,14803E+18","43253899","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rocio851607","0","FALSE",FALSE,NA,NA,1
"Nuestra próxima charla online y gratuita será 10 de julio a las 8:30 hora de Colombia, con nuestra asesora de Inmig… https://t.co/9pKKFZehnK","FALSE","0",NA,"8/07/2019 0:45","TRUE",NA,"1,14803E+18",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","Mint_Studies","0","FALSE",FALSE,NA,NA,1
"RT @sandovalgonzacj: En Colombia debemos formalizar el empleo y garantizarle a los trabajadores todos sus derechos y las mejores condicione…","FALSE","0",NA,"8/07/2019 0:34","FALSE",NA,"1,14803E+18",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Miguel23280553","2","TRUE",FALSE,NA,NA,1
"Petro desde la Constituyente del 91 ha vivido del erario publico, sin crear un solo empleo por su cuenta, o una pol… https://t.co/VoiMqg74rv","FALSE","1","macevedom2","8/07/2019 0:31","TRUE","1,14802E+18","1,14803E+18","1,03411E+18","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","macevedom2","0","FALSE",FALSE,NA,NA,1
"RT @GoberLoja: La inversión desde la #AlianzaDelPacifico será fundamental para la creación de empleo en el país. De acuerdo al World Invest…","FALSE","0",NA,"8/07/2019 0:28","FALSE",NA,"1,14803E+18",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LeonardoMalla2","15","TRUE",FALSE,NA,NA,1
"RT @Corpoeducacion: <U+0001F4A1><U+0001F4A1><U+0001F4A1>Corpoeducación requiere dos profesionales (lenguaje y matemáticas) residentes en la ciudad de #Cúcuta para vinculaci…","FALSE","0",NA,"8/07/2019 0:16","FALSE",NA,"1,14802E+18",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rober_muoz","12","TRUE",FALSE,NA,NA,1
"Pacto de la Mesa de Meritocracia fortalecerá el empleo público en el Estado https://t.co/KCXy3xucOQ… https://t.co/wYiovihlts","FALSE","5",NA,"8/07/2019 0:15","TRUE",NA,"1,14802E+18",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DAFP_COLOMBIA","0","FALSE",FALSE,NA,NA,1
"RT @GoberNapo: La inversión desde la #AlianzaDelPacifico será fundamental para la creación de empleo en el país. De acuerdo al World Invest…","FALSE","0",NA,"8/07/2019 0:10","FALSE",NA,"1,14802E+18",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","adaliv1972","5","TRUE",FALSE,NA,NA,1
"Auxiliares de Atención Telefónica, Human Capital C, #Cali, #Colombia https://t.co/E6fZA8Hokx #Empleo","FALSE","0",NA,"8/07/2019 0:01","FALSE",NA,"1,14802E+18",NA,"<a href=""http://www.empleate.com"" rel=""nofollow"">Empleo Colombia</a>","EmpleateCoTodas","0","FALSE",FALSE,NA,NA,1
"RT @GoberLoja: La inversión desde la #AlianzaDelPacifico será fundamental para la creación de empleo en el país. De acuerdo al World Invest…","FALSE","0",NA,"7/07/2019 23:50","FALSE",NA,"1,14802E+18",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","maribelban2","15","TRUE",FALSE,NA,NA,1
"En Colombia debemos formalizar el empleo y garantizarle a los trabajadores todos sus derechos y las mejores condici… https://t.co/vx6qcmRzRe","FALSE","10",NA,"7/07/2019 23:49","TRUE",NA,"1,14802E+18",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sandovalgonzacj","2","FALSE",FALSE,NA,NA,1
"La relación entre #México y #Colombia genera inversiones, empleo y turismo, destaca el cónsul general de aquel país… https://t.co/lbPmhTalhl","FALSE","7",NA,"7/07/2019 23:40","TRUE",NA,"1,14801E+18",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","Notimex","1","FALSE",FALSE,NA,NA,1
"Pereira 3 Auxiliar de Papelería y Registros c, Human Capital C, #Pereira, #Colombia https://t.co/6ZV6U6fcn8 #Empleo","FALSE","0",NA,"7/07/2019 23:01","FALSE",NA,"1,148E+18",NA,"<a href=""http://www.empleate.com"" rel=""nofollow"">Empleo Colombia</a>","EmpleateCoTodas","0","FALSE",FALSE,NA,NA,1
"@SophyCh_E Y usted cuánto empleo y cuánto en impuestos propios genera en Colombia?","FALSE","0","SophyCh_E","7/07/2019 22:39","FALSE","1,14753E+18","1,148E+18","1027270314","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","msarrazola","0","FALSE",FALSE,NA,NA,1
"@Metalexis1 @charlsmv1 @WRadioColombia No se esta eludiendo nada, Rappi lleva años de funcionamiento en Colombia cu… https://t.co/SmqPAymoK6","FALSE","0","Metalexis1","7/07/2019 22:34","TRUE","1,14794E+18","1,148E+18","558133623","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","chrisystems","0","FALSE",FALSE,NA,NA,1
"@luismorales0621 @GustavoBolivar Sr Bolivar cuando va a hacer algo por Colombia, deje de llorar por lo q no pudo ot… https://t.co/kk0TER5zIn","FALSE","1","luismorales0621","7/07/2019 22:01","TRUE","1,14763E+18","1,14799E+18","996179556","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rpenuela07","0","FALSE",FALSE,NA,NA,1
"@MemoriaUN La banca y su economia basada en recursos del petroleo Colombia y los gobiernos de turno han acabado con… https://t.co/Pxl1ifMclf","FALSE","1","MemoriaUN","7/07/2019 21:33","TRUE","1,14796E+18","1,14798E+18","8,68644E+17","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","diosesazul1946","0","FALSE",FALSE,NA,NA,1
"RT @urnadecristal: Servidor público del orden territorial, recuerda que actualización de la declaración de #BienesYRentas y de la actividad…","FALSE","0",NA,"7/07/2019 21:28","FALSE",NA,"1,14798E+18",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DAFP_COLOMBIA","1","TRUE",FALSE,NA,NA,1
"RT @GoberLoja: La inversión desde la #AlianzaDelPacifico será fundamental para la creación de empleo en el país. De acuerdo al World Invest…","FALSE","0",NA,"7/07/2019 21:10","FALSE",NA,"1,14798E+18",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","celen_de","15","TRUE",FALSE,NA,NA,1
"RT @GoberdelGuayas: La inversión desde la #AlianzaDelPacifico será fundamental para la creación de empleo en el país. De acuerdo al World I…","FALSE","0",NA,"7/07/2019 21:03","FALSE",NA,"1,14797E+18",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TPMariscalSucr","10","TRUE",FALSE,NA,NA,1
"RT @NTN24ve: El requisito permitirá solicitar empleo en empresas a pesar sin necesidad de poseer documentación https://t.co/6o4BenI85V","FALSE","0",NA,"7/07/2019 21:01","FALSE",NA,"1,14797E+18",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","elsoldado69","71","TRUE",FALSE,NA,NA,1
"(Inversiones, empleo y turismo genera la relación México-Colombia) - Rotativo de Querétaro - https://t.co/ncqhRX23kU","FALSE","0",NA,"7/07/2019 20:52","FALSE",NA,"1,14797E+18",NA,"<a href=""http://www.rotativo.com.mx"" rel=""nofollow"">DiarioRotativo</a>","DiarioRotativo","0","FALSE",FALSE,NA,NA,1
"Colombia. Si no lo hacen, los funcionarios de @FiscaliaCol, @PGN_COL, @CGR_Colombia y @CNE_COLOMBIA se quedan sin e… https://t.co/7UOPS1qjPn","FALSE","0",NA,"7/07/2019 20:42","TRUE",NA,"1,14797E+18",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JOSEDARIOFORER1","0","FALSE",FALSE,NA,NA,1
"Por que un producto ""Made in Colombia"" de un laboratorio nacional describe en español, como debe ser, los beneficio… https://t.co/TTXOo7xZK4","FALSE","0",NA,"7/07/2019 20:15","TRUE",NA,"1,14796E+18",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BuenahoraLuis","0","FALSE",FALSE,NA,NA,1
"RT @MartinD90348441: Alguien conocerá la estadística del @DANE_Colombia cuántos empleos genera @RappiColombia ?","","","","","","","","","","","","",NA,NA,NA,1
"Sencillo no hay estadística…""","FALSE","0",NA,"7/07/2019 20:08","FALSE",NA,"1,14796E+18",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jorgetoto82","8","TRUE",FALSE,NA,NA,1
"RT @GoberNapo: La inversión desde la #AlianzaDelPacifico será fundamental para la creación de empleo en el país. De acuerdo al World Invest…","FALSE","0",NA,"7/07/2019 20:05","FALSE",NA,"1,14796E+18",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cox_roni","5","TRUE",FALSE,NA,NA,1
"RT @GoberLoja: La inversión desde la #AlianzaDelPacifico será fundamental para la creación de empleo en el país. De acuerdo al World Invest…","FALSE","0",NA,"7/07/2019 19:17","FALSE",NA,"1,14795E+18",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CelenRevolucion","15","TRUE",FALSE,NA,NA,1
"RT @GoberLoja: La inversión desde la #AlianzaDelPacifico será fundamental para la creación de empleo en el país. De acuerdo al World Invest…","FALSE","0",NA,"7/07/2019 19:15","FALSE",NA,"1,14795E+18",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TpoliticaCasang","15","TRUE",FALSE,NA,NA,1
"@samenpe @_AllaMiaEta La diferencia es que los colombianos no fueron a pedir limosna ni inspirar lástima, hasta se… https://t.co/GUbNihmeEM","FALSE","1","samenpe","7/07/2019 19:13","TRUE","1,14765E+18","1,14795E+18","108289376","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","frpatino6","0","FALSE",FALSE,NA,NA,1
"Inversiones, empleo y turismo genera la relación México-Colombia #MÉXICO #Megalópolis https://t.co/yau3WqFKL4","FALSE","0",NA,"7/07/2019 18:59","FALSE",NA,"1,14794E+18",NA,"<a href=""https://www.informate.com.mx/"" rel=""nofollow"">Infomx-joocial</a>","InformateMX","0","FALSE",FALSE,NA,NA,1
"<U+2705> ""El principal objetivo de los concursos es dotar al estado de funcionarios competentes, empoderados y comprometid… https://t.co/7Y7Yuf1b4k","FALSE","3","CMeritocraciaUN","7/07/2019 18:54","TRUE","1,14764E+18","1,14794E+18","1,03377E+18","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CMeritocraciaUN","1","FALSE",FALSE,NA,NA,1
"RT @GoberdelGuayas: La inversión desde la #AlianzaDelPacifico será fundamental para la creación de empleo en el país. De acuerdo al World I…","FALSE","0",NA,"7/07/2019 18:46","FALSE",NA,"1,14794E+18",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","negretejimmy","10","TRUE",FALSE,NA,NA,1
"RT @NTN24ve: El requisito permitirá solicitar empleo en empresas a pesar sin necesidad de poseer documentación https://t.co/6o4BenI85V","FALSE","0",NA,"7/07/2019 18:40","FALSE",NA,"1,14794E+18",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","epphm","71","TRUE",FALSE,NA,NA,1
"@billybrown6161 @JuanPalacioM96 @RappiColombia @MafeCarrascal @JERobledo @petrogustavo Disculpe, que bueno hace por… https://t.co/7HtznurqpZ","FALSE","0","billybrown6161","7/07/2019 18:38","TRUE","1,14767E+18","1,14794E+18","8,93887E+17","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PedroAlvarezC2","0","FALSE",FALSE,NA,NA,1
"RT @NTN24ve: El requisito permitirá solicitar empleo en empresas a pesar sin necesidad de poseer documentación https://t.co/6o4BenI85V","FALSE","0",NA,"7/07/2019 18:10","FALSE",NA,"1,14793E+18",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","saraacevedov","71","TRUE",FALSE,NA,NA,1
"RT @CanalCapital: Mientras crece la economía en Colombia, el empleo se destruye cada vez más. ¿Qué está sucediendo? Esto dice @mariovalenci…","FALSE","0",NA,"7/07/2019 18:08","FALSE",NA,"1,14793E+18",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mikesislac","17","TRUE",FALSE,NA,NA,1
"@SaVanesCa @joserafael Él dijo que ""algunos"", si usted se sintió aludida entonces debería ser cierto. Y le puedo de… https://t.co/4SASFfZ1tM","FALSE","1","SaVanesCa","7/07/2019 18:03","TRUE","1,14791E+18","1,14793E+18","32628655","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iamjinme","0","FALSE",FALSE,NA,NA,1
"@AlvaroUribeVel Cuales logros? No ha hecho nada los niveles de desempleo crecio en un 3.5 millones de personas sin… https://t.co/ugnm75DgSr","FALSE","1","AlvaroUribeVel","7/07/2019 17:57","TRUE","1,14755E+18","1,14793E+18","61097151","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Javier74710822","0","FALSE",FALSE,NA,NA,1
"RT @SRIoficialEc: La inversión desde la","","","","","","","","","","","","",NA,NA,NA,1
"#AlianzaDelPacifico","","","","","","","","","","","","",NA,NA,NA,1
"fundamental para la creación de empleo en el país. De acuerdo al World Investme…""","FALSE","0",NA,"7/07/2019 17:46","FALSE",NA,"1,14792E+18",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","marielavaldezd1","18","TRUE",FALSE,NA,NA,1
"Claro, en Colombia es fácil conseguir empleo https://t.co/DtRGB7cGSJ","FALSE","0",NA,"7/07/2019 17:36","FALSE",NA,"1,14792E+18",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Leopianista","0","FALSE",FALSE,NA,NA,1
"Con estas aplicaciones usted consigue empleo https://t.co/Cm6jWImEKs","FALSE","0",NA,"7/07/2019 17:28","FALSE",NA,"1,14792E+18",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","santanderverde","0","FALSE",FALSE,NA,NA,1
"RT @hernancadavidma: En Colombia es difícil crear empleo por la envidia destructiva de ignorantes. https://t.co/yHQ5D9Thmu","FALSE","0",NA,"7/07/2019 17:23","FALSE",NA,"1,14792E+18",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yurnany7","52","TRUE",FALSE,NA,NA,1
"La inversión desde la #AlianzaDelPacifico será fundamental para la creación de empleo en el país. De acuerdo al Wor… https://t.co/WnVww1sPOh","FALSE","0",NA,"7/07/2019 17:19","TRUE",NA,"1,14792E+18",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PoliticaEc","0","FALSE",FALSE,NA,NA,1
"@rafacolontorres Es contundente el impacto de migración venezolana en todas las esferas (empleo, salud, informalida… https://t.co/An3ncXJSrn","FALSE","0","rafacolontorres","7/07/2019 17:11","TRUE","1,14772E+18","1,14792E+18","232388741","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jesusramongomez","0","FALSE",FALSE,NA,NA,1
"¡En Colombia Teletrabajamos! Solicita una asesoría virtual gratuita y descubre qué es y cómo esta modalidad de empl… https://t.co/L3HoywUNne","FALSE","0",NA,"7/07/2019 17:10","TRUE",NA,"1,14792E+18",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","TalentoDigCol","0","FALSE",FALSE,NA,NA,1
"RT @hernancadavidma: En Colombia es difícil crear empleo por la envidia destructiva de ignorantes. https://t.co/yHQ5D9Thmu","FALSE","0",NA,"7/07/2019 17:07","FALSE",NA,"1,14792E+18",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aganemb","52","TRUE",FALSE,NA,NA,1
"@dromerito10 @santiiAgovalen @GustavoBolivar @CorteSupremaJ Sí como lo pone las malas decisiones que está tomando I… https://t.co/uojk0VQnSU","FALSE","0","dromerito10","7/07/2019 16:40","TRUE","1,14791E+18","1,14791E+18","2949631983","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jja95007741","0","FALSE",FALSE,NA,NA,1
"RT @GoberdelGuayas: La inversión desde la #AlianzaDelPacifico será fundamental para la creación de empleo en el país. De acuerdo al World I…","FALSE","0",NA,"7/07/2019 16:35","FALSE",NA,"1,14791E+18",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OttoMercado1","10","TRUE",FALSE,NA,NA,1
"RT @elcolombiano: Estas aplicaciones ayudan en la búsqueda de empleo efectiva en el territorio colombiano.","","","","","","","","","","","","",NA,NA,NA,1
"https://t.co/zw3Hw3GxGw""","FALSE","0",NA,"7/07/2019 16:31","FALSE",NA,"1,14791E+18",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","diego270381","9","TRUE",FALSE,NA,NA,1
"RT @elcolombiano: Estas aplicaciones ayudan en la búsqueda de empleo efectiva en el territorio colombiano.","","","","","","","","","","","","",NA,NA,NA,1
"https://t.co/zw3Hw3GxGw""","FALSE","0",NA,"7/07/2019 16:31","FALSE",NA,"1,14791E+18",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ESCUELASINMUROS","9","TRUE",FALSE,NA,NA,1
"RT @hernancadavidma: En Colombia es difícil crear empleo por la envidia destructiva de ignorantes. https://t.co/yHQ5D9Thmu","FALSE","0",NA,"7/07/2019 16:28","FALSE",NA,"1,14791E+18",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MiguelM24217941","52","TRUE",FALSE,NA,NA,1
"RT @elcolombiano: Estas aplicaciones ayudan en la búsqueda de empleo efectiva en el territorio colombiano.","","","","","","","","","","","","",NA,NA,NA,1
"https://t.co/zw3Hw3GxGw""","FALSE","0",NA,"7/07/2019 16:23","FALSE",NA,"1,1479E+18",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MiiOtroYoo","9","TRUE",FALSE,NA,NA,1
"RT @GoberdelGuayas: La inversión desde la #AlianzaDelPacifico será fundamental para la creación de empleo en el país. De acuerdo al World I…","FALSE","0",NA,"7/07/2019 16:23","FALSE",NA,"1,1479E+18",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dianasoledisp85","10","TRUE",FALSE,NA,NA,1
"RT @elcolombiano: Estas aplicaciones ayudan en la búsqueda de empleo efectiva en el territorio colombiano.","","","","","","","","","","","","",NA,NA,NA,1
"https://t.co/zw3Hw3GxGw""","FALSE","0",NA,"7/07/2019 16:20","FALSE",NA,"1,1479E+18",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jhonda21","9","TRUE",FALSE,NA,NA,1
"Estas aplicaciones ayudan en la búsqueda de empleo efectiva en el territorio colombiano.","","","","","","","","","","","","",NA,NA,NA,1
"https://t.co/zw3Hw3GxGw""","FALSE","13",NA,"7/07/2019 16:16","FALSE",NA,"1,1479E+18",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","elcolombiano","9","FALSE",FALSE,NA,NA,1
"@PirryOficial Que raro un politiquero en contra de los ""poderosos"" ... Pirry le informo en Colombia tenemos 60 años… https://t.co/71YPAMObQs","FALSE","0","PirryOficial","7/07/2019 16:15","TRUE","1,14728E+18","1,1479E+18","41048726","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DigitalBogota","0","FALSE",FALSE,NA,NA,1
"RT @GoberdelGuayas: La inversión desde la #AlianzaDelPacifico será fundamental para la creación de empleo en el país. De acuerdo al World I…","FALSE","0",NA,"7/07/2019 16:11","FALSE",NA,"1,1479E+18",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Luis_MFigueroa","10","TRUE",FALSE,NA,NA,1
"RT @hernancadavidma: En Colombia es difícil crear empleo por la envidia destructiva de ignorantes. https://t.co/yHQ5D9Thmu","FALSE","0",NA,"7/07/2019 16:04","FALSE",NA,"1,1479E+18",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Manoloparis_","52","TRUE",FALSE,NA,NA,1
"RT @jdua67: @ghitis Que llamen o les escriban al mayor generador de empleo en Colombia al flamante holgazán senador @JERobledo q el va a re…","FALSE","0",NA,"7/07/2019 16:02","FALSE",NA,"1,1479E+18",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dimelufe","2","TRUE",FALSE,NA,NA,1
"RT @jdua67: @ghitis Que llamen o les escriban al mayor generador de empleo en Colombia al flamante holgazán senador @JERobledo q el va a re…","FALSE","0",NA,"7/07/2019 15:59","FALSE",NA,"1,1479E+18",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","joivika","2","TRUE",FALSE,NA,NA,1
"@ghitis Que llamen o les escriban al mayor generador de empleo en Colombia al flamante holgazán senador @JERobledo… https://t.co/WPhy1kwZA2","FALSE","0","ghitis","7/07/2019 15:52","TRUE","1,1475E+18","1,1479E+18","25490757","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jdua67","2","FALSE",FALSE,NA,NA,1
"NTN24: Colombia podría anunciar permiso especial de trabajo para los venezolanos. El requisito permitirá solicitar… https://t.co/6djsxlhk4a","FALSE","0",NA,"7/07/2019 15:34","TRUE",NA,"1,14789E+18",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Escualidodosmil","0","FALSE",FALSE,NA,NA,1
